id	logFC	AveExpr	t	P.Value	adj.P.Val	B
CNOT6L.1	0.430035012406528	9.0099636140104	9.56642492389987	1.96090629936751e-17	9.03500826800467e-15	29.0642881360734
RICTOR	0.37949894397841	9.37403951659172	9.56118229584833	2.02520056117088e-17	9.08568925443189e-15	29.0328079248909
ITGAM	-0.421104990124563	10.5413079579766	-9.55554737721873	2.09664781124827e-17	9.16503894516934e-15	28.9989771287198
LRP1	-0.50685679353	10.2025201601709	-9.54591392486461	2.224653941108e-17	9.29843577363557e-15	28.9411520330874
KPNA5	0.529296323387376	7.44103252209344	9.54506868392435	2.23624980478096e-17	9.29843577363557e-15	28.9360791729726
VPS13A	0.50295478209636	7.95807765678812	9.52783355397987	2.48627164712847e-17	1.00918950095824e-14	28.8326651592247
TBC1D32	0.472087865135166	6.38719600557433	9.49594038385911	3.02458876083368e-17	1.19914393476029e-14	28.6414299030633
ALDOA	-0.258353080153956	9.03374368628111	-9.46389690571939	3.68222777588512e-17	1.38786272000062e-14	28.4494651415137
SENP7	0.375681987514925	8.23444694295895	9.46150041238966	3.73678313097275e-17	1.38786272000062e-14	28.4351153160264
KAT2B	0.300753862982214	10.1513109390479	9.46115033328767	3.74481963397634e-17	1.38786272000062e-14	28.4330191792194
AIDA	0.298577592755217	9.12992810225948	9.42567782493042	4.65503617056596e-17	1.68849056671933e-14	28.2207324530838
TFDP2	0.55039819347502	8.24747313160688	9.37241386377363	6.45105136188415e-17	2.28210010529806e-14	27.9023820612107
COLGALT1	-0.356503829955141	9.90523764296718	-9.36969531333583	6.55929758092475e-17	2.28210010529806e-14	27.8861470914225
TFE3	-0.367666561512221	8.60869733123603	-9.35163446134861	7.32579542586184e-17	2.49780320840185e-14	27.7783224607826
SIGLEC7	-0.49997162776282	8.51083257136245	-9.3429330361767	7.72627520612695e-17	2.58269685713828e-14	27.7263950935839
PQLC1	-0.349819687840585	8.75142938470425	-9.32695912633502	8.51901969346944e-17	2.7929278410436e-14	27.6311032330733
CD300C	-0.466529725261003	10.178801667332	-9.29489261494855	1.03629475146366e-16	3.33334960810424e-14	27.4399509795511
ITGA4	0.433997622701423	10.3176313076237	9.26289355477667	1.25984376423718e-16	3.96083174304398e-14	27.2493886276604
ST14	-0.639184933928417	8.48742158136159	-9.26056919927434	1.27783755201442e-16	3.96083174304398e-14	27.2355538920132
NEU1	-0.347565188864464	8.1845874081948	-9.25229250849778	1.34401234653442e-16	4.09155758637835e-14	27.186298581506
SLC46A2	-0.44767003127636	8.730404628093	-9.2433646822644	1.41922004897915e-16	4.13320017397114e-14	27.1331826390195
MSRB1	-0.486622201059427	9.32043215520382	-9.24252922169379	1.42646864818995e-16	4.13320017397114e-14	27.1282128443448
C12orf29	0.481945351537497	7.52456220189372	9.24207502928257	1.43042474345552e-16	4.13320017397114e-14	27.1255111044175
HSPA1A	-0.528418947133646	10.6145950253242	-9.23010076251351	1.53875324268389e-16	4.37211088021248e-14	27.0542967695996
STXBP2	-0.369781648110207	9.55722169407981	-9.21157344865863	1.72266271391513e-16	4.75623218116743e-14	26.9441628914036
CDK17	0.328163306146738	8.41683590503771	9.21090024967936	1.72974187724296e-16	4.75623218116743e-14	26.9401623470976
DYSF	-0.863990356070653	8.95682111324855	-9.1791641363471	2.09846353008754e-16	5.66144959210101e-14	26.7516657769609
THUMPD1	0.354228826781364	8.19613127385013	9.17651276541011	2.13259652582583e-16	5.66144959210101e-14	26.735926702556
ZBTB44	0.338281768102529	9.3865772555515	9.17302115927728	2.17839043850789e-16	5.66144959210101e-14	26.7152018882558
BST1	-0.562939679168661	10.0527962477843	-9.17201359864674	2.19178597535586e-16	5.66144959210101e-14	26.7092218378517
STK26	0.291226472765636	9.69628885252463	9.16803266203083	2.24551889389531e-16	5.69851059540461e-14	26.6855961927446
SMCHD1	0.384852033675365	11.1299790435317	9.16603411856893	2.27298639422521e-16	5.69851059540461e-14	26.673736601449
SH3GL1	-0.280993372264772	8.49685856462255	-9.16256977263375	2.32139367170491e-16	5.73552453843846e-14	26.6531805976453
CLTB	-0.2922858361687	9.2263520420652	-9.14948574153552	2.51364853716004e-16	6.1218114659292e-14	26.5755663439369
FDXR	-0.262339037415339	6.84097817297092	-9.12544521073033	2.90910583537374e-16	6.98513187062697e-14	26.4330453866867
MAP4K5	0.372674295782215	8.62379816377863	9.11668315234295	3.06813727129945e-16	7.26466725015458e-14	26.3811289544544
TGFBI	-0.458663874170259	10.8034920688392	-9.1036837388205	3.32014149123833e-16	7.75366741679877e-14	26.304133542478
NFE2	-0.644309318859452	8.60826391215541	-9.08460514154344	3.72772670055935e-16	8.57159143816891e-14	26.1911919786553
RBM47	-0.503964610076363	9.94684663127787	-9.08223788431265	3.7816515329019e-16	8.57159143816891e-14	26.1771833462026
SERF1A.1	0.466639915776416	7.44106103634068	9.07882101345452	3.8608568943261e-16	8.57159143816891e-14	26.1569654325016
SERF1A	0.457347439704077	7.38680821667954	9.07646859971578	3.91634426786321e-16	8.57159143816891e-14	26.1430473622713
SERF1A.2	0.456473978330841	7.36052529799834	9.07624016201791	3.92177459043392e-16	8.57159143816891e-14	26.1416958683971
TRIM25	-0.448747234634737	10.2250364051683	-9.07114201043545	4.04493327936412e-16	8.7288636134936e-14	26.1115366714439
MAP3K6	-0.415987482582683	7.49218887058794	-9.05415745342011	4.48366400268419e-16	9.55468798972001e-14	26.0110987101799
AGL	0.366753189041739	8.02850112445194	9.0220827758617	5.44526948381522e-16	1.14606116247015e-13	25.8215852131716
MFSD8	0.35668011749344	9.14816746256955	9.0028356305385	6.1180595648251e-16	1.27195950562364e-13	25.7079644705258
AKAP9	0.273874165742129	8.40084073651446	8.9940951947575	6.45027905819036e-16	1.3248717757112e-13	25.6563927354502
SLC30A7	0.31167080668339	10.4230540068743	8.97693695080344	7.15550913284411e-16	1.45222761543722e-13	25.5551990422243
TACC3	-0.355602655733998	7.96329981435099	-8.97204798874574	7.3701340944588e-16	1.47818877696863e-13	25.526376789767
NKTR	0.384514871955876	9.70592920131288	8.96917997300106	7.49900606099508e-16	1.48510721568476e-13	25.5094710965326
IMPDH1	-0.326140136370444	9.02139743260608	-8.96742743078964	7.57885545310737e-16	1.48510721568476e-13	25.4991414782804
ANKRD13C	0.273921588523459	8.76059950093277	8.96192867609207	7.83491830425106e-16	1.51783735512355e-13	25.4667355793106
EMILIN2	-0.407517585245657	9.52784050808571	-8.94169477448844	8.8534472063896e-16	1.69588278623067e-13	25.347545625482
LNPEP	0.28912071804019	10.4198734590174	8.93502757463516	9.21708835873883e-16	1.74592135933088e-13	25.3082907392193
ZNF451	0.320147551701666	8.66811399802962	8.92926182672888	9.54351194100981e-16	1.77091733812525e-13	25.2743510000554
CD33	-0.486540944585181	9.90542682172315	-8.92903121823836	9.5568040302395e-16	1.77091733812525e-13	25.2729936836998
ORAI3	-0.275658294774431	8.81150138159072	-8.91747696335236	1.02468849129975e-15	1.87837520426647e-13	25.2050021222737
ATM	0.391595787849967	10.2145115106323	8.9079480506267	1.08531088949254e-15	1.96833830256051e-13	25.1489502614093
CEBPD	-0.483857517860811	11.0699065820017	-8.9028722605058	1.11904479082474e-15	2.00815532568213e-13	25.11910092689
CREB5	-0.475791129223763	9.18860785252831	-8.90053441967494	1.13493081469626e-15	2.01544797176477e-13	25.1053545872833
TPP2	0.271874400518376	9.61806204995066	8.89825222749	1.15065490838753e-15	2.02230565754542e-13	25.0919365928234
CFP	-0.452961023953279	10.3318716717719	-8.89324224303539	1.1859368800348e-15	2.06304611539115e-13	25.0624846660848
EPB41	0.433724520213442	10.050124577971	8.87849619521358	1.29614676401597e-15	2.23199091241861e-13	24.9758293557491
C3orf35	0.327305823182428	6.97049055495616	8.87471592536456	1.32600280249038e-15	2.25594016904376e-13	24.9536221521174
SMARCD3	-0.416451722385294	8.19611352384997	-8.8722192960916	1.34609466100923e-15	2.25594016904376e-13	24.9389574016049
LILRB3	-0.502477255530845	10.5270828552928	-8.87176869331248	1.34975303403603e-15	2.25594016904376e-13	24.9363107865727
PLD3	-0.439097564681807	9.77257824620385	-8.85688040096968	1.47634949955846e-15	2.44357342412355e-13	24.8488893207206
DOCK11	0.25350084757212	10.8416522929359	8.83498263744533	1.6842896389011e-15	2.76093940038326e-13	24.7203977323274
CD2AP	0.342598233428221	8.53230181165946	8.8329898579384	1.70459986637502e-15	2.76762081161537e-13	24.7087097538113
CYP1B1	-0.78461982391272	9.34021018751509	-8.82384812458773	1.80093592309865e-15	2.89644864311187e-13	24.6551032465827
RIF1	0.299866211117429	8.89931438308064	8.82156917562613	1.82578249226527e-15	2.90896634842415e-13	24.6417425272028
TMEM150B	-0.530396852295063	8.55726834416994	-8.81293001168856	1.92310529675787e-15	3.03565732399335e-13	24.5911044605749
ARID2	0.298466894468492	9.40922646745187	8.80999514919086	1.95732707275697e-15	3.06133137030833e-13	24.5739056770367
CCNH	0.256082113054244	8.64285770535088	8.78829016729715	2.22992515962051e-15	3.43395132306098e-13	24.446770623531
NCK1	0.395027377027462	8.57963805327864	8.78784789441114	2.23585521386537e-15	3.43395132306098e-13	24.4441811463573
KPNB1	0.206934619441785	10.036838116769	8.7824345753613	2.30972015416701e-15	3.51572403466421e-13	24.4124901031817
ADM	-0.711333131658442	8.24078376935659	-8.7622402219527	2.60731056923206e-15	3.93357792781134e-13	24.2943252240346
QSOX1	-0.437167853991399	8.98097103872382	-8.75647838484849	2.69899949975706e-15	4.03618802384723e-13	24.2606274586729
ATP6AP1	-0.307238323487583	10.5430271044189	-8.74558052085863	2.88126840746125e-15	4.27129250525212e-13	24.1969126089499
PYGL	-0.526467791780787	9.94035677902457	-8.74213817584602	2.94134570707237e-15	4.32276393225601e-13	24.1767924180966
FLVCR2	-0.583744437132834	8.93658406230982	-8.73172174449642	3.13082493921859e-15	4.56190628750415e-13	24.1159258576148
COPE	-0.367702219250049	9.1405944003912	-8.7251929289634	3.25572001230499e-15	4.70368769235386e-13	24.077788584264
POR	-0.361132253231498	8.57647308196183	-8.71842421745931	3.39043235146056e-15	4.8571504813193e-13	24.0382603484806
USPL1	0.302500900083087	8.66411831979343	8.70902113377852	3.58681187712257e-15	5.09566407343214e-13	23.9833653369348
LY75	0.347262979604894	9.12031988665607	8.69797990508504	3.83187225545068e-15	5.39882299263829e-13	23.9189330130686
HOMER3	-0.351393479721075	8.33854313363926	-8.69343338110067	3.93755365246415e-15	5.50224710386958e-13	23.8924094982648
UBR1	0.276377507247565	8.96973916708526	8.69183530375415	3.97538377936714e-15	5.50994655858951e-13	23.8830877768287
LAMTOR1	-0.380043231344432	10.0325768623473	-8.66648642515014	4.62608294868715e-15	6.36011791203375e-13	23.7353054486136
UTRN	0.259955088170761	10.5138533655259	8.65610868685904	4.92206190679721e-15	6.7129049109663e-13	23.6748474405154
RECQL	0.340308887392855	8.55371615603542	8.65373060331921	4.99249280216522e-15	6.75492200724704e-13	23.6609969222217
ATP6V0D1	-0.336031523142957	11.5418760482116	-8.64189975315031	5.35804343937812e-15	7.19243500429277e-13	23.5921111586381
SLC4A4	0.582028995577262	6.91385588588987	8.6398051336312	5.42547929960686e-15	7.22606024216389e-13	23.5799185820185
MBOAT7	-0.432922205239333	9.94891301588611	-8.63456503264558	5.59789907005931e-15	7.3979056857652e-13	23.5494210315089
TBC1D19	0.527327639004722	7.95661683507958	8.6315337468262	5.7001140339327e-15	7.47504185003728e-13	23.5317818375912
CSNK1G3	0.355015871138885	7.77535164371799	8.63012003732497	5.74841620328714e-15	7.48083965142284e-13	23.5235561445842
NPL	-0.519358177322131	9.1202920499078	-8.61882693811552	6.14915119242147e-15	7.94172193396979e-13	23.4578641826481
CD1D	-0.45465030110438	9.96314416821814	-8.61272483896693	6.37710840003623e-15	8.17420631607651e-13	23.4223809698889
CPNE2	-0.449937874428533	8.96277138370467	-8.60942082400351	6.50402000400696e-15	8.27466664390378e-13	23.4031721179699
CYBA	-0.367879007804463	10.0633459150254	-8.60799528101317	6.55954878693332e-15	8.28349538663995e-13	23.3948851189717
RSF1	0.273378092287819	8.41319035820823	8.60021784579569	6.87089819023416e-15	8.60810302454982e-13	23.3496817650515
RABGAP1L	0.332496027433056	8.53485944070649	8.59908186820145	6.91758631137568e-15	8.60810302454982e-13	23.3430805512608
PPP3CC	0.450314837173272	9.20693727727493	8.58967783899002	7.31638771535793e-15	9.0383896935813e-13	23.2884453046059
DEF8	-0.280433136144303	8.44997908802739	-8.5830362539235	7.61171961742549e-15	9.33558244876761e-13	23.2498721134643
SIRPA	-0.410343259782689	8.58562638547855	-8.58029456202269	7.73706014322681e-15	9.41129759965724e-13	23.2339519542984
HERC3	0.260368481891735	10.0533116072462	8.57928209677379	7.78386298423082e-15	9.41129759965724e-13	23.2280733422898
BRWD1	0.352379103210193	8.77210648633699	8.57015995479737	8.218432721024e-15	9.86674936817022e-13	23.1751192742901
PDCD4	0.420088992533621	9.22248580651435	8.55322135350997	9.09026407693951e-15	1.08371204184381e-12	23.0768444742035
TGFBR1	0.313035018880445	9.09426117453454	8.55088116138522	9.21772392533943e-15	1.09127609360546e-12	23.0632726108978
ATP8A1	0.421491746012672	8.73097202794908	8.54224237529857	9.7038001884493e-15	1.14089921112196e-12	23.0131839169265
PGD	-0.427639683918368	10.8564254324116	-8.53977842854402	9.8470459667976e-15	1.14981123042442e-12	22.9989010298089
ARHGAP12	0.388154655096452	8.43614125710793	8.53316006225082	1.02422965463857e-14	1.1878276974339e-12	22.9605434141781
KIAA2026	0.297026429748859	10.9051861148656	8.52987044820743	1.04445750806938e-14	1.20310213497073e-12	22.9414820451761
SLC30A6	0.286130330183671	8.8206211672031	8.51783299158523	1.12191617839757e-14	1.28365281941757e-12	22.8717549342654
LILRA5	-0.637898730545501	8.95587596776651	-8.51387757542821	1.14859333573734e-14	1.30541461251002e-12	22.8488509865373
FAM20C	-0.518549783421356	8.48564981735334	-8.51047785870782	1.17202536063062e-14	1.32322439390933e-12	22.8291679411211
FSTL3	-0.309093487352325	7.45029973288992	-8.50628507666591	1.20157810926148e-14	1.34766471096642e-12	22.8048973178018
MMP14	-0.277116096125598	6.87982186986291	-8.50201815910116	1.2324130976751e-14	1.37321428033759e-12	22.7802020494081
MAN2A1	0.244166110458091	9.65492016739822	8.4897752747077	1.32531661396536e-14	1.46714270356373e-12	22.7093702352105
SCAF11	0.28254058343099	9.09728856105915	8.47995369265368	1.40484686954684e-14	1.54515028593771e-12	22.6525741579378
LILRB2	-0.411930852751373	10.7344163374803	-8.47312016135545	1.46295934834023e-14	1.59875198528873e-12	22.6130716492077
LAT2	-0.342540816543087	9.30324673972648	-8.47137812805406	1.4781515166387e-14	1.60506541755774e-12	22.6030033827878
PLIN3	-0.393851664175562	8.81743266226818	-8.47002879742966	1.49002651610815e-14	1.60771974978556e-12	22.5952053097569
RNASE2	-0.873703967196244	9.70575152233278	-8.46561443897509	1.52954157403477e-14	1.63997639963175e-12	22.5696969938051
PNKD	-0.390450182048154	7.84771609648307	-8.4547684997515	1.63110298241267e-14	1.71693225993535e-12	22.5070448210835
CD47	0.416172781145098	10.9502302987885	8.45465027030554	1.63224618747321e-14	1.71693225993535e-12	22.5063620265007
CCR2.1	-0.608740097074845	9.34615170004952	-8.45449921189068	1.63370798582004e-14	1.71693225993535e-12	22.5054896443648
RALGAPB	0.176281442786079	9.81979512689133	8.45368598858472	1.64159994350928e-14	1.71693225993535e-12	22.5007932728307
CD93	-0.478803601804788	9.90653502044291	-8.44602175889419	1.71786215335241e-14	1.78573865794828e-12	22.4565405415182
SBNO2	-0.371990550585281	8.34810758296598	-8.44362630640471	1.74241172590442e-14	1.80028091534657e-12	22.4427124324145
GPR162	-0.499294226599619	7.59333740640632	-8.4425297810467	1.7537652732217e-14	1.80109580589659e-12	22.436383063253
CTDP1	-0.208594693516174	8.34872466312635	-8.43473809935513	1.83658425438387e-14	1.87485559094229e-12	22.3914167185355
CASP8	0.323640501009338	9.76378331698067	8.42957586443939	1.89358116318804e-14	1.92153402797796e-12	22.3616336459349
SCNM1	-0.299527366798062	9.93066800067213	-8.42655319942652	1.92776638525589e-14	1.94464859975399e-12	22.3441978076836
XRN1	0.330487720597434	9.84510990935473	8.42382239599486	1.95917720638282e-14	1.96470900084791e-12	22.3284475488816
DUSP3	-0.40889320741063	8.7020078642404	-8.41954706629317	2.00937721389699e-14	2.00326682704771e-12	22.3037928829003
TSEN34	-0.312371356063831	8.23250096717427	-8.40983568566741	2.12820077118713e-14	2.10939341553478e-12	22.2478074614467
LRCH3	0.206266950209457	8.89583570092018	8.40744542063257	2.15850086857456e-14	2.12705912181845e-12	22.2340314813275
TRPM7	0.261381556580398	9.29700356193635	8.40159607207924	2.23446827024635e-14	2.1892652339747e-12	22.2003257508484
IL17RA	-0.357195632010347	11.1902602574932	-8.39835553722532	2.27769054361949e-14	2.21886105072143e-12	22.1816566104718
CCDC91	0.34937903582645	9.16080858138451	8.39519820198041	2.3206011282339e-14	2.24781863830293e-12	22.1634694102231
DHX36	0.34010208158929	8.63393225470334	8.39198531073345	2.36509054410426e-14	2.27796969468302e-12	22.1449648446172
FAM198B	-0.529848828938151	9.59086382117985	-8.38838674435125	2.41592631577438e-14	2.31044672957033e-12	22.1242421749204
UCHL5	0.391553403173977	7.77786620879436	8.3872991516357	2.43150275404072e-14	2.31044672957033e-12	22.1179798362355
SLCO4C1	0.560716333049504	6.39927392954575	8.38674570237683	2.43946745262001e-14	2.31044672957033e-12	22.1147932037538
DENND4C	0.317891033704587	9.34285048029853	8.38247731758192	2.50177021537647e-14	2.35636346031702e-12	22.0902195117683
CLEC2D	0.565930566532275	9.73109629591331	8.3796984975794	2.54317703163877e-14	2.38220230963614e-12	22.07422400404
CRY1	0.389988031356205	7.38008456815715	8.37139472872134	2.67100751596693e-14	2.48826973400024e-12	22.0264376636266
AMPD3	-0.275437966972298	8.41164757669976	-8.3694601977155	2.70169253996285e-14	2.5031768707221e-12	22.0153074562199
DLG1	0.267855791255272	9.49841301108394	8.36475924597028	2.77772380016539e-14	2.55971001866052e-12	21.9882648964283
SYK	-0.267567643110318	10.0589416243602	-8.35933733824855	2.86805604819582e-14	2.62874298438938e-12	21.9570821791531
PLB1	-0.490377290388348	7.25373315554619	-8.35630322773674	2.9198723376671e-14	2.66192425735555e-12	21.9396356351749
ADAP2	-0.430908349775374	9.79100941222328	-8.35466103445579	2.94830403927164e-14	2.67354719476079e-12	21.9301938118391
KIFAP3	0.35129172783761	8.48133753939545	8.35025221422835	3.02600143108649e-14	2.72441605370566e-12	21.9048487205633
CR1	-0.658515568350603	8.66760920181728	-8.34967280899288	3.03636233108914e-14	2.72441605370566e-12	21.9015182601875
RABGGTB	0.363115457960561	8.37494151099577	8.34252949883489	3.16702878382034e-14	2.82678045584132e-12	21.8604653041619
CCR1	-0.667664859183885	9.48017901629621	-8.33883192143528	3.23684214078067e-14	2.86735611277474e-12	21.8392204357791
ZNF383	0.381829153965239	8.32411618649783	8.3383461348003	3.24612699299345e-14	2.86735611277474e-12	21.8364295598106
PSME4	0.294225416191029	9.45236614966028	8.33378969247048	3.33451130060847e-14	2.93024477591614e-12	21.8102555405838
ATG5	0.255379476876403	8.78057298583374	8.33230471455358	3.36382926381511e-14	2.94084929689846e-12	21.8017264239635
NLRP12	-0.513818563993446	9.34476558077757	-8.33064640605807	3.39687175048358e-14	2.95458518378797e-12	21.7922024569238
PRPS1	0.329204222829329	8.09192295220098	8.32919054951922	3.42614571653707e-14	2.96492041500122e-12	21.7838418094198
CCR2	-0.569298522124837	9.47968692300404	-8.32676420589812	3.47549135965066e-14	2.99243316663255e-12	21.7699091287662
AHCTF1	0.294353003307439	8.39686269162302	8.32544222581041	3.50267324686534e-14	3.0006820860583e-12	21.7623186415548
ERO1B	0.362425658191959	7.53633119402111	8.31795388735478	3.66067494974018e-14	3.12035932715853e-12	21.7193311986687
DDHD2	0.37245214039071	8.71149397492913	8.31367309483899	3.75415508308864e-14	3.18412118689031e-12	21.6947636528708
ECH1	-0.299031240119429	10.8216124120109	-8.30463035351319	3.95948136350554e-14	3.34164545965557e-12	21.6428832743422
PRAM1	-0.420360324278384	9.29631959783534	-8.30051225987613	4.05664405334113e-14	3.40678166607683e-12	21.6192640290818
GLUL	-0.419471605987548	9.61272148036196	-8.29736704823047	4.13244285851199e-14	3.45342577705453e-12	21.60122778968
INVS	0.236310909294573	8.01793295266319	8.27854660884736	4.61628807440379e-14	3.83895019963101e-12	21.4933573856036
ZNF12	0.307171677747176	8.09669954346459	8.27766082375958	4.64039628108359e-14	3.84026581552976e-12	21.4882828100859
FAM172A	0.300470412799228	9.13512904941918	8.27034314552564	4.84439891405523e-14	3.97842957720505e-12	21.4463686636981
ARID4B	0.298283642784966	8.34526710257436	8.27000562279397	4.85402013173775e-14	3.97842957720505e-12	21.4444357528152
CHST15	-0.409116721348076	10.3118584302976	-8.26579394350597	4.97568211427189e-14	4.04837499991284e-12	21.4203190811671
CTSB	-0.394684502434677	10.9636701763629	-8.26541235675237	4.98685329646702e-14	4.04837499991284e-12	21.4181342989261
RNH1	-0.304939767109632	8.69929641351754	-8.25510481553232	5.29821128091668e-14	4.28075383493211e-12	21.3591332304651
ZNF644	0.308855412950585	9.09804016382269	8.25308309044892	5.36150657391842e-14	4.31146056944156e-12	21.3475641266401
EIF5B	0.270545019736321	8.9704740180988	8.24628981943648	5.57973395772928e-14	4.46588284090933e-12	21.3086985233409
DCUN1D4	0.398856328138785	7.88805511585434	8.24417755822962	5.64936774568288e-14	4.50048697796269e-12	21.2966164385257
CCDC22	-0.269020500528701	7.74171884905245	-8.23972783472892	5.79889335005035e-14	4.5740895548009e-12	21.2711681125486
DDB2	-0.352048156386694	9.36595291642605	-8.23914202193186	5.81886888949339e-14	4.5740895548009e-12	21.2678182054076
OS9	-0.267998882496119	10.0673126445306	-8.23904301976835	5.82225148634323e-14	4.5740895548009e-12	21.2672520815139
DLST	0.182674178968067	8.68162592853912	8.23292179638258	6.03522849397142e-14	4.71965942042315e-12	21.232254313151
UTP15	0.396025935897327	6.97376491662372	8.23082840083561	6.10982389980653e-14	4.75617707049779e-12	21.2202877920234
USP28	0.397843013072459	8.76168611236068	8.22956347213945	6.15534059700068e-14	4.76982938625762e-12	21.2130576361313
RIN2	-0.422922062315166	9.19982931921476	-8.22652310088093	6.26612489740213e-14	4.8337057579598e-12	21.195681095127
TDRD3	0.260490616522449	7.95751411409765	8.22555956955148	6.30164491186599e-14	4.83920911970682e-12	21.1901747838203
TRAPPC2	0.394531417100344	7.33710470812393	8.2189441821905	6.55097037313039e-14	5.00754274388577e-12	21.1523765949929
YBX3	-0.422652899035819	11.2425855142035	-8.21820069071335	6.57959628478656e-14	5.00754274388577e-12	21.1481292776601
PTPN4	0.460606882682807	9.03628743110017	8.21655789351266	6.64328806619538e-14	5.01456466183994e-12	21.1387450686103
MAPK9	0.256948285100611	8.88797083132417	8.21644592253096	6.64765141703324e-14	5.01456466183994e-12	21.1381054798564
N4BP2	0.381644621373902	7.80521582686634	8.21427693690747	6.73273692768668e-14	5.05637441159483e-12	21.1257167125915
GLS	0.37673893284647	9.31410446346504	8.21149418196435	6.84348355617461e-14	5.11700472217827e-12	21.1098241313857
RBL1	0.324768532701325	8.34788226347151	8.20346900026718	7.1730888093073e-14	5.34003572144414e-12	21.0640035298028
